Comunidad autónoma de residencia	Tipo de dato	Gastos totales, medios, distribución e índice	Periodo	Total
14 Murcia, Región de	Variación respecto al año base	Distribución porcentual	2013	""
14 Murcia, Región de	Variación respecto al año base	Distribución porcentual	2012	""
14 Murcia, Región de	Variación respecto al año base	Distribución porcentual	2011	""
14 Murcia, Región de	Variación respecto al año base	Distribución porcentual	2010	""
14 Murcia, Región de	Variación respecto al año base	Distribución porcentual	2009	""
14 Murcia, Región de	Variación respecto al año base	Distribución porcentual	2008	""
14 Murcia, Región de	Variación respecto al año base	Distribución porcentual	2007	""
14 Murcia, Región de	Variación respecto al año base	Distribución porcentual	2006	""
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2020	-15,7
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2019	0
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2018	0,5
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2017	-0,1
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2016	-6,8
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2015	-12,1
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2014	-13,4
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2013	-12,5
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2012	-7,9
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2011	-8,2
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2010	-9,3
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2009	-7,1
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2008	2,3
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2007	10
14 Murcia, Región de	Variación respecto al año base	Gasto medio por hogar	2006	""
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2020	-7,4
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2019	10,3
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2018	10,7
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2017	10,4
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2016	3,1
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2015	-2,9
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2014	-5,1
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2013	-5
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2012	-1,4
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2011	-3,1
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2010	-5,4
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2009	-4,3
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2008	4,2
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2007	11
14 Murcia, Región de	Variación respecto al año base	Gasto medio por persona	2006	""
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2020	-10
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2019	7,3
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2018	8
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2017	7,6
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2016	0,4
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2015	-5,4
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2014	-7,2
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2013	-6,9
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2012	-3,1
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2011	-4,2
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2010	-6,2
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2009	-4,9
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2008	3,8
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2007	10,9
14 Murcia, Región de	Variación respecto al año base	Gasto medio por unidad de consumo	2006	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2020	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2019	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2018	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2017	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2016	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2015	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2014	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2013	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2012	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2011	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2010	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2009	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2008	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2007	""
14 Murcia, Región de	Variación respecto al año base	Índice sobre la media del gmp	2006	""
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2020	8.288.793,52
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2019	8.795.536,37
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2018	8.961.402,41
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2017	8.421.439,37
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2016	8.211.516,33
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2015	7.959.096,72
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2014	7.914.813,43
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2013	7.690.721,04
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2012	7.898.137,67
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2011	8.114.923,41
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2010	8.306.933,41
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2009	8.226.746,97
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2008	8.354.208,48
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2007	7.949.169,7
15 Navarra, Comunidad Foral de	Dato base	Gasto total	2006	7.393.626,5
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2020	1,63
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2019	1,55
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2018	1,61
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2017	1,56
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2016	1,58
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2015	1,58
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2014	1,6
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2013	1,56
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2012	1,55
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2011	1,55
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2010	1,6
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2009	1,56
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2008	1,54
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2007	1,51
15 Navarra, Comunidad Foral de	Dato base	Distribución porcentual	2006	1,51
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2020	31.780,35
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2019	33.909,75
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2018	34.637,23
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2017	32.834,68
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2016	32.232,11
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2015	31.410,15
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2014	31.421,99
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2013	30.728,31
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2012	31.762,54
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2011	33.061,51
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2010	34.514,61
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2009	34.930,92
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2008	36.403,37
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2007	35.747,21
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por hogar	2006	34.368,7
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2020	12.765,28
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2019	13.639,58
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2018	14.038,9
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2017	13.324,52
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2016	13.065,79
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2015	12.677,64
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2014	12.619,86
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2013	12.232,79
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2012	12.504,36
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2011	12.865,37
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2010	13.248,8
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2009	13.226,75
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2008	13.611,73
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2007	13.212,92
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por persona	2006	12.559,45
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2020	18.937,08
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2019	20.257,54
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2018	20.813,91
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2017	19.746,32
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2016	19.370,36
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2015	18.834,13
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2014	18.774,44
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2013	18.244,42
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2012	18.703,26
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2011	19.299,14
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2010	19.940,44
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2009	19.998,67
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2008	20.637,58
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2007	20.063,36
15 Navarra, Comunidad Foral de	Dato base	Gasto medio por unidad de consumo	2006	19.135,84
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2020	117,67
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2019	112,25
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2018	116,81
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2017	113,63
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2016	115,5
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2015	115,44
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2014	117,07
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2013	114,16
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2012	113,55
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2011	114,05
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2010	117,5
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2009	115,63
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2008	114,43
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2007	112,38
15 Navarra, Comunidad Foral de	Dato base	Índice sobre la media del gmp	2006	112,86
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2020	-5,8
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2019	-1,9
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2018	6,4
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2017	2,6
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2016	3,2
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2015	0,6
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2014	2,9
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2013	-2,6
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2012	-2,7
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2011	-2,3
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2010	1
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2009	-1,5
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2008	5,1
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2007	7,5
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto total	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2020	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2019	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2018	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2017	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2016	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2015	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2014	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2013	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2012	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2011	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2010	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2009	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2008	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2007	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Distribución porcentual	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2020	-6,3
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2019	-2,1
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2018	5,5
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2017	1,9
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2016	2,6
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2015	0
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2014	2,3
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2013	-3,3
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2012	-3,9
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2011	-4,2
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2010	-1,2
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2009	-4
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2008	1,8
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2007	4
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por hogar	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2020	-6,4
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2019	-2,8
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2018	5,4
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2017	2
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2016	3,1
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2015	0,5
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2014	3,2
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2013	-2,2
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2012	-2,8
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2011	-2,9
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2010	0,2
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2009	-2,8
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2008	3
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2007	5,2
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por persona	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2020	-6,5
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2019	-2,7
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2018	5,4
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2017	1,9
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2016	2,8
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2015	0,3
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2014	2,9
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2013	-2,5
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2012	-3,1
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2011	-3,2
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2010	-0,3
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2009	-3,1
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2008	2,9
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2007	4,8
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Gasto medio por unidad de consumo	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2020	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2019	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2018	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2017	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2016	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2015	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2014	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2013	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2012	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2011	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2010	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2009	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2008	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2007	""
15 Navarra, Comunidad Foral de	Variación respecto al año anterior	Índice sobre la media del gmp	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2020	12,1
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2019	19
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2018	21,2
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2017	13,9
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2016	11,1
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2015	7,6
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2014	7
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2013	4
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2012	6,8
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2011	9,8
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2010	12,4
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2009	11,3
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2008	13
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2007	7,5
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto total	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2020	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2019	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2018	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2017	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2016	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2015	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2014	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2013	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2012	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2011	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2010	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2009	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2008	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2007	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Distribución porcentual	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2020	-7,5
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2019	-1,3
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2018	0,8
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2017	-4,5
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2016	-6,2
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2015	-8,6
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2014	-8,6
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2013	-10,6
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2012	-7,6
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2011	-3,8
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2010	0,4
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2009	1,6
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2008	5,9
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2007	4
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por hogar	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2020	1,6
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2019	8,6
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2018	11,8
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2017	6,1
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2016	4
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2015	0,9
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2014	0,5
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2013	-2,6
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2012	-0,4
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2011	2,4
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2010	5,5
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2009	5,3
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2008	8,4
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2007	5,2
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por persona	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2020	-1
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2019	5,9
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2018	8,8
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2017	3,2
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2016	1,2
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2015	-1,6
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2014	-1,9
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2013	-4,7
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2012	-2,3
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2011	0,9
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2010	4,2
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2009	4,5
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2008	7,8
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2007	4,8
15 Navarra, Comunidad Foral de	Variación respecto al año base	Gasto medio por unidad de consumo	2006	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2020	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2019	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2018	""
